name,name_original,source_table,section,label_es,type,domain_min,domain_max,domain_levels,unit,notes
ult_nac_carnet_supl_vac,Ult_nac_carnet_supl_vac,mujer,f. Salud Materna,Existe información en el carné sobre suplemento vitaminicos y vacunas,binary,,,1;2,,
ult_nac_hierro,Ult_nac_hierro,mujer,f. Salud Materna,Durante su último embarazo tomó sulfato ferroso/hierro,binary,,,1;2,,
ult_nac_acidofolico,Ult_nac_acidofolico,mujer,f. Salud Materna,Durante su último embarazo tomó acido fólico,binary,,,1;2,,
ult_nac_multivita,Ult_nac_multivita,mujer,f. Salud Materna,Durante su último embarazo tomó pastillas prenatales/multivitaminas,binary,,,1;2,,
ult_nac_diosupl_med,Ult_nac_diosupl_med,mujer,f. Salud Materna,La persona que le dio los suplementos: Médico,binary,,,No;Yes,,
ult_nac_diosupl_enf,Ult_nac_diosupl_enf,mujer,f. Salud Materna,La persona que le dio los suplementos: Enfermera,binary,,,No;Yes,,
ult_nac_diosupl_pro,Ult_nac_diosupl_pro,mujer,f. Salud Materna,La persona que le dio los suplementos: Promotor de Salud,text,,,,,
ult_nac_diosupl_vig,Ult_nac_diosupl_vig,mujer,f. Salud Materna,La persona que le dio los suplementos: Vigilante de Salud,text,,,,,
ult_nac_diosupl_cat,Ult_nac_diosupl_cat,mujer,f. Salud Materna,La persona que le dio los suplementos: Comadrona CAT,binary,,,No;Yes,,
ult_nac_diosupl_emp,Ult_nac_diosupl_emp,mujer,f. Salud Materna,La persona que le dio los suplementos: Comadrona Empirica,text,,,,,
ult_nac_diosupl_noesp,Ult_nac_diosupl_noesp,mujer,f. Salud Materna,La persona que le dio los suplementos: Comadrona no especificada,text,,,,,
ult_nac_diosupl_farm,Ult_nac_diosupl_farm,mujer,f. Salud Materna,La persona que le dio los suplementos: Farmaceutico,binary,,,No;Yes,,
ult_nac_diosupl_misma,Ult_nac_diosupl_misma,mujer,f. Salud Materna,La persona que le dio los suplementos: Ella Misma,binary,,,No;Yes,,
ult_nac_diosupl_otro,Ult_nac_diosupl_otro,mujer,f. Salud Materna,La persona que le dio los suplementos: Otro,binary,,,No;Yes,,
ult_nac_diosupl_esp,Ult_nac_diosupl_esp,mujer,f. Salud Materna,La persona que le dio los suplementos: Otro especificado,factor,,,CUÑADA;ESPOSO COMPRO;GINECOLOGA;GINECOLOGO;HERMANA;MAMA,,
ult_nac_consejo_comida,Ult_nac_consejo_comida,mujer,f. Salud Materna,Alguien le aconsejó lo que debía comer durante el embarazo,factor,,,1;2;98,,
ult_nac_consejo_med,Ult_nac_consejo_med,mujer,f. Salud Materna,La persona que le aconsejó lo que debía comer durante el embarazo: Médico,binary,,,No;Yes,,
ult_nac_consejo_enf,Ult_nac_consejo_enf,mujer,f. Salud Materna,La persona que le aconsejó lo que debía comer durante el embarazo: Enfermera,binary,,,No;Yes,,
ult_nac_consejo_pro,Ult_nac_consejo_pro,mujer,f. Salud Materna,La persona que le aconsejó lo que debía comer durante el embarazo: Promotor de Salud,binary,,,No;Yes,,
ult_nac_consejo_vig,Ult_nac_consejo_vig,mujer,f. Salud Materna,La persona que le aconsejó lo que debía comer durante el embarazo: Vigilante de Salud,binary,,,No;Yes,,
ult_nac_consejo_cat,Ult_nac_consejo_cat,mujer,f. Salud Materna,La persona que le aconsejó lo que debía comer durante el embarazo: Comadrona CAT,binary,,,No;Yes,,
ult_nac_consejo_emp,Ult_nac_consejo_emp,mujer,f. Salud Materna,La persona que le aconsejó lo que debía comer durante el embarazo: Comadrona Empirica,binary,,,No;Yes,,
ult_nac_consejo_noesp,Ult_nac_consejo_noesp,mujer,f. Salud Materna,La persona que le aconsejó lo que debía comer durante el embarazo: Comadrona no especificada,text,,,,,
ult_nac_consejo_farm,Ult_nac_consejo_farm,mujer,f. Salud Materna,La persona que le aconsejó lo que debía comer durante el embarazo: Farmaceutico,text,,,,,
ult_nac_consejo_misma,Ult_nac_consejo_misma,mujer,f. Salud Materna,La persona que le aconsejó lo que debía comer durante el embarazo: Ella Misma,binary,,,No;Yes,,
ult_nac_consejo_otro,Ult_nac_consejo_otro,mujer,f. Salud Materna,La persona que le aconsejó lo que debía comer durante el embarazo: Otro,binary,,,No;Yes,,
ult_nac_consejo_esp,Ult_nac_consejo_esp,mujer,f. Salud Materna,La persona que le aconsejó lo que debía comer durante el embarazo: Otro especificado,text,,,,,
ult_nac_presionarterial,Ult_nac_presionarterial,mujer,f. Salud Materna,Durante su último embarazo le miderien la presión arterial,binary,,,1;2,,
ult_nac_orina,Ult_nac_orina,mujer,f. Salud Materna,Durante su último embarazo le hicieron un examen de orina,binary,,,1;2,,
ult_nac_sangre,Ult_nac_sangre,mujer,f. Salud Materna,Durante su último embarazo le hicieron un examen de sangre,binary,,,1;2,,
ult_nac_antietanicas_carnet,Ult_nac_antietanicas_carnet,mujer,f. Salud Materna,Durante su último embarazo le pusieron vacunas antietánicas,factor,,,0;1;2;3,,
ult_nac_antietanicas_madre,Ult_nac_antietanicas_madre,mujer,f. Salud Materna,Durante su último embarazo cuantas vacunas antietánicas le pusieron,factor,,,0;1;2;3;4;5;9;98,,
ult_nac_lugar,Ult_nac_lugar,mujer,f. Salud Materna,El lugar donde tuvo el último parto,factor,,,1;2;3;4;5;6;8;9;10;11;12;88,,
ult_nac_lugar_otro,Ult_nac_lugar_otro,mujer,f. Salud Materna,"El lugar donde tuvo el último parto, otro especificado",factor,,,1;CASA CANTONAL;CASA DE COMADRONA;CASA DE LA COMADRONA;CASA DE LA SUEGRA;EN EL CARRO QUE LA LLEVABAN;HOSPITAL JUAN PABLO II PRIVADO;HOSPITAL PUBLICO DE MEXICO;IGSS;MATERNIDAD PRIMERO DE JULIO,,
ult_nac_atendio,Ult_nac_atendio,mujer,f. Salud Materna,La persona que antendió su último parto,factor,,,1;2;3;5;6;8;96,,
ult_nac_atendio_otro,Ult_nac_atendio_otro,mujer,f. Salud Materna,"La persona que antendió su último parto, otro especificado",factor,,,BOMBEROS;PRACTICANTE DE MEDICO;PRACTICANTES DE MEDICINA;SUEGRO,,
ult_nac_tipo,Ult_nac_tipo,mujer,f. Salud Materna,"El último parto fue normal (vaginal), por cesárea programada, o cesárea de emergencia",factor,,,1;2;3,,
pen_nac_nlinea,Pen_nac_Nlinea,mujer,f. Salud Materna,Número de línea del niño que fue el penúltimo nacido vivo,id,,,,,
pen_nac_vivo,Pen_nac_vivo,mujer,f. Salud Materna,El penúltimo niño nacido está vivo,binary,,,1;2,,
pen_nac_queria,Pen_nac_queria,mujer,f. Salud Materna,"Cuando quedó embarazada la madre quería tener el penúltimo hijo entonces, esperar más tiempo, o no quería más hijos",factor,,,1;2;3,,
pen_nac_control,Pen_nac_control,mujer,f. Salud Materna,Tuvo algún control prenatal cuando estaba embarazada de su penúltimo hijo,binary,,,1;2,,
pen_nac_control_tempgest,Pen_nac_control_tempgest,mujer,f. Salud Materna,Cuántas semanas o meses de embarazo tenía cuando fue al primer control del embarazo de su penúltimo embarazo en meses o semanas (Utilizar con Ult_nac_control_tempgest_uni),numeric_continuous,0,27,,,bounds inferred from observed range with buffer; requires review
pen_nac_control_numero,Pen_nac_control_numero,mujer,f. Salud Materna,Número de controles que tuvo durante su penúltimo embarazo,numeric_integer,0,147,,,bounds inferred from observed range with buffer; requires review
pen_nac_lugar,Pen_nac_lugar,mujer,f. Salud Materna,El lugar donde tuvo el penúltimo parto,numeric_continuous,0,131.5,,,bounds inferred from observed range with buffer; requires review
pen_nac_lugar_otro,Pen_nac_lugar_otro,mujer,f. Salud Materna,"El lugar donde tuvo el penúltimo parto, otro especificado",factor,,,CASA COMADRONA;CASA DE PAPA;HOSPITAL PRIVADO JUAN PABLO II;IGSS,,
pen_nac_atendio,Pen_nac_atendio,mujer,f. Salud Materna,La persona que antendió su penúltimo parto,factor,,,2;3;5;6;8;96,,
pen_nac_atendio_otro,Pen_nac_atendio_otro,mujer,f. Salud Materna,"La persona que antendió su penúltimo parto, otro especificado",binary,,,ELLA MISMA;PRACTICANTE DE MEDICINA,,
pen_nac_tipo,Pen_nac_tipo,mujer,f. Salud Materna,"El penúltimo parto fue normal (vaginal), por cesárea programada, o cesárea de emergencia",factor,,,1;2;3,,
ter_nac_nlinea,Ter_nac_Nlinea,mujer,f. Salud Materna,Número de línea del niño que fue el tercero anterior nacido vivo,id,,,,,
ter_nac_vivo,Ter_nac_vivo,mujer,f. Salud Materna,El tercero anterior niño nacido está vivo,binary,,,1;2,,
ter_nac_queria,Ter_nac_queria,mujer,f. Salud Materna,"Cuando quedó embarazada la madre quería tener el tercero anterio hijo entonces, esperar más tiempo, o no quería más hijos",binary,,,1;2,,
ter_nac_control,Ter_nac_control,mujer,f. Salud Materna,Tuvo algún control prenatal cuando estaba embarazada de su tecero anterior hijo,binary,,,1;2,,
ter_nac_control_tempgest,Ter_nac_control_tempgest,mujer,f. Salud Materna,Cuántas semanas o meses de embarazo tenía cuando fue al primer control del embarazo de su tercero anterior embarazo en meses o semanas (Utilizar con Ult_nac_control_tempgest_uni),factor,,,1;3;4;5;6,,
ter_nac_control_numero,Ter_nac_control_numero,mujer,f. Salud Materna,Número de controles que tuvo durante su tercero anterior embarazo,factor,,,2;3;4;5;6;8;9,,
ter_nac_lugar,Ter_nac_lugar,mujer,f. Salud Materna,El lugar donde tuvo el tercero anterior parto,factor,,,1;6;12;88,,
ter_nac_lugar_otro,Ter_nac_lugar_otro,mujer,f. Salud Materna,"El lugar donde tuvo el tercero anterior parto, otro especificado",binary,,,CASA COMADRONA,,
ter_nac_atendio,Ter_nac_atendio,mujer,f. Salud Materna,La persona que antendió su tercero anterior parto,factor,,,2;3;5,,
ter_nac_atendio_otro,Ter_nac_atendio_otro,mujer,f. Salud Materna,"La persona que antendió su tercero anterior parto, otro especificado",text,,,,,
ter_nac_tipo,Ter_nac_tipo,mujer,f. Salud Materna,"El tercero anterior parto fue normal (vaginal), por cesárea programada, o cesárea de emergencia",binary,,,1;3,,
ult_nac_pesar,Ult_nac_pesar,mujer,f. Salud Materna,Pesaron al último nacido en el momento de nacer o en los primeros 7 días después del parto,factor,,,1;2;98,,
ult_nac_pesocarnet_lb,Ult_nac_pesocarnet_lb,mujer,f. Salud Materna,Peso en libras del último nacido según el carné (utilizar con Ult_nac_pesocarnet_oz),factor,,,1.5;4;5;6;7;8;9,,
ult_nac_pesocarnet_oz,Ult_nac_pesocarnet_oz,mujer,f. Salud Materna,Peso en onzas del último nacido según el carné (utilizar con Ult_nac_pesocarnet_lb),numeric_continuous,0,22.5,,,bounds inferred from observed range with buffer; requires review
ult_nac_pesomadre_lb,Ult_nac_pesomadre_lb,mujer,f. Salud Materna,Peso en libras del último nacido según la madre (utilizar con Ult_nac_pesomadre_oz),factor,,,2;3;4;5;6;7;8;9;10,,
ult_nac_pesomadre_oz,Ult_nac_pesomadre_oz,mujer,f. Salud Materna,Peso en onzas del último nacido según la madre (utilizar con Ult_nac_pesomadre_lb),numeric_continuous,0,45,,,bounds inferred from observed range with buffer; requires review
ult_nac_indico_bajopeso,Ult_nac_indico_bajopeso,mujer,f. Salud Materna,Alguien le indicó que tenía bajo peso cuando nació,factor,,,1;2;98,,
ult_nac_contr_desp,Ult_nac_contr_desp,mujer,f. Salud Materna,Tuvo la madre algún control después del parto de último nacido,factor,,,1;2;98,,
ult_nac_contr_desp_tiempo,Ult_nac_contr_desp_tiempo,mujer,f. Salud Materna,"Tiempo después del parto del último nacido que tuvo su primer control de la madre en días, semanas, o meses (Utilizar con Ult_nac_contr_desp_tiempo_uni)",numeric_continuous,0,67,,,bounds inferred from observed range with buffer; requires review
ult_nac_contr_desp_tiempo_uni,Ult_nac_contr_desp_tiempo_uni,mujer,f. Salud Materna,Unidad de tiempo después del parto del último nacido que tuvo su primer control de la madre,factor,,,1;2;3;98,,
ult_nac_contr_desp_donde,Ult_nac_contr_desp_donde,mujer,f. Salud Materna,Donde la madre tuvo su primer control después del parto del último nacido,numeric_continuous,0,131.5,,,bounds inferred from observed range with buffer; requires review
ult_nac_contr_desp_dondeo,Ult_nac_contr_desp_dondeo,mujer,f. Salud Materna,Otro lugar especifo donde la madre tuvo su primer control después del parto del último nacido,text,,,,,
ult_nac_desp_hierro,Ult_nac_desp_hierro,mujer,f. Salud Materna,"Después del último parto, la madre tomó sulfato ferroso/hierro",binary,,,1;2,,
ult_nac_desp_acidofolico,Ult_nac_desp_acidofolico,mujer,f. Salud Materna,"Después del último parto, la madre tomó ácido fólico",binary,,,1;2,,
ult_nac_desp_multivit,Ult_nac_desp_multivit,mujer,f. Salud Materna,"Después del último parto, la madre tomó prenatales/multivitaminas",binary,,,1;2,,
ult_nac_desp_diosupl_med,Ult_nac_desp_diosupl_med,mujer,f. Salud Materna,La persona que le dio los suplementos: Médico,binary,,,No;Yes,,
ult_nac_desp_diosupl_enf,Ult_nac_desp_diosupl_enf,mujer,f. Salud Materna,La persona que le dio los suplementos: Enfermera,binary,,,No;Yes,,
ult_nac_desp_diosupl_pro,Ult_nac_desp_diosupl_pro,mujer,f. Salud Materna,La persona que le dio los suplementos: Promotor de Salud,binary,,,No;Yes,,
ult_nac_desp_diosupl_vig,Ult_nac_desp_diosupl_vig,mujer,f. Salud Materna,La persona que le dio los suplementos: Vigilante de Salud,binary,,,No,,
ult_nac_desp_diosupl_cat,Ult_nac_desp_diosupl_cat,mujer,f. Salud Materna,La persona que le dio los suplementos: Comadrona CAT,binary,,,No;Yes,,
ult_nac_desp_diosupl_emp,Ult_nac_desp_diosupl_emp,mujer,f. Salud Materna,La persona que le dio los suplementos: Comadrona Empirica,binary,,,No,,
ult_nac_desp_diosupl_noesp,Ult_nac_desp_diosupl_noesp,mujer,f. Salud Materna,La persona que le dio los suplementos: Comadrona no especificado,binary,,,No;Yes,,
ult_nac_desp_diosupl_farm,Ult_nac_desp_diosupl_farm,mujer,f. Salud Materna,La persona que le dio los suplementos: Farmaceutico,binary,,,No;Yes,,
ult_nac_desp_diosupl_misma,Ult_nac_desp_diosupl_misma,mujer,f. Salud Materna,La persona que le dio los suplementos: Ella misma,binary,,,No;Yes,,
ult_nac_desp_diosupl_otro,Ult_nac_desp_diosupl_otro,mujer,f. Salud Materna,La persona que le dio los suplementos: Otro,binary,,,No;Yes,,
ult_nac_desp_diosupl_esp,Ult_nac_desp_diosupl_esp,mujer,f. Salud Materna,"La persona que le dio los suplementos: Otro, especificado",factor,,,CUÑADA;GINECOLOGO;LO COMPRO SU ESPOSO;MAMA;PADRES,,
ult_nac_desp_charlacom,Ult_nac_desp_charlacom,mujer,f. Salud Materna,"Después del último parto, la madre recibió una plática o charla sobre su alimentación o lo que debía comer después del parto o durante la lactancia",factor,,,1;2;98,,
ult_nac_desp_charlacom_med,Ult_nac_desp_charlacom_med,mujer,f. Salud Materna,La persona que le dio una charla sobre alimentación posparto: Médico,binary,,,No;Yes,,
ult_nac_desp_charlacom_enf,Ult_nac_desp_charlacom_enf,mujer,f. Salud Materna,La persona que le dio una charla sobre alimentación posparto: Enfermera,binary,,,No;Yes,,
ult_nac_desp_charlacom_pro,Ult_nac_desp_charlacom_pro,mujer,f. Salud Materna,La persona que le dio una charla sobre alimentación posparto: Promotor de Salud,binary,,,No;Yes,,
ult_nac_desp_charlacom_vig,Ult_nac_desp_charlacom_vig,mujer,f. Salud Materna,La persona que le dio una charla sobre alimentación posparto: Vigilante de Salud,binary,,,No,,
ult_nac_desp_charlacom_cat,Ult_nac_desp_charlacom_cat,mujer,f. Salud Materna,La persona que le dio una charla sobre alimentación posparto: Comadrona CAT,binary,,,No;Yes,,
ult_nac_desp_charlacom_emp,Ult_nac_desp_charlacom_emp,mujer,f. Salud Materna,La persona que le dio una charla sobre alimentación posparto: Comadrona Empirica,binary,,,No,,
ult_nac_desp_charlacom_noesp,Ult_nac_desp_charlacom_noesp,mujer,f. Salud Materna,La persona que le dio una charla sobre alimentación posparto: Comadrona no Especificada,binary,,,No,,
ult_nac_desp_charlacom_fam,Ult_nac_desp_charlacom_fam,mujer,f. Salud Materna,La persona que le dio una charla sobre alimentación posparto: Familiar/Amiga,binary,,,No;Yes,,
ult_nac_desp_charlacom_vid,Ult_nac_desp_charlacom_vid,mujer,f. Salud Materna,La persona que le dio una charla sobre alimentación posparto: Video,binary,,,No,,
ult_nac_desp_charlacom_otro,Ult_nac_desp_charlacom_otro,mujer,f. Salud Materna,La persona que le dio una charla sobre alimentación posparto: Otro,binary,,,No;Yes,,
ult_nac_desp_charlacom_esp,Ult_nac_desp_charlacom_esp,mujer,f. Salud Materna,"La persona que le dio una charla sobre alimentación posparto: Otro, especificado",factor,,,LEPRACTICANTES EN CENTRO DE;MONITORA;NUTRICIONISTA;SUEGRA,,
ult_nac_desp_plan,Ult_nac_desp_plan,mujer,f. Salud Materna,"Después del último parto, la madre recibió una plática o charla sobre planificación familiar",binary,,,1;2,,
ult_nac_desp_plan_med,Ult_nac_desp_plan_med,mujer,f. Salud Materna,La persona que le dio una charla sobre planificación familiar posparto: Médico,binary,,,No;Yes,,
ult_nac_desp_plan_enf,Ult_nac_desp_plan_enf,mujer,f. Salud Materna,La persona que le dio una charla sobre planificación familiar posparto: Enfermera,binary,,,No;Yes,,
ult_nac_desp_plan_pro,Ult_nac_desp_plan_pro,mujer,f. Salud Materna,La persona que le dio una charla sobre planificación familiar posparto: Promotor de Salud,binary,,,No;Yes,,
ult_nac_desp_plan_vig,Ult_nac_desp_plan_vig,mujer,f. Salud Materna,La persona que le dio una charla sobre planificación familiar posparto: Vigilante de Salud,binary,,,No;Yes,,
ult_nac_desp_plan_cat,Ult_nac_desp_plan_cat,mujer,f. Salud Materna,La persona que le dio una charla sobre planificación familiar posparto: Comadrona CAT,binary,,,No;Yes,,
ult_nac_desp_plan_emp,Ult_nac_desp_plan_emp,mujer,f. Salud Materna,La persona que le dio una charla sobre planificación familiar posparto: Comadrona Empirica,binary,,,No;Yes,,
ult_nac_desp_plan_noesp,Ult_nac_desp_plan_noesp,mujer,f. Salud Materna,La persona que le dio una charla sobre planificación familiar posparto: Comadrona no Especificada,binary,,,No;Yes,,
ult_nac_desp_plan_fam,Ult_nac_desp_plan_fam,mujer,f. Salud Materna,La persona que le dio una charla sobre planificación familiar posparto: Familiar/Amiga,binary,,,No;Yes,,
ult_nac_desp_plan_vid,Ult_nac_desp_plan_vid,mujer,f. Salud Materna,La persona que le dio una charla sobre planificación familiar posparto: Video,binary,,,No;Yes,,
ult_nac_desp_plan_otro,Ult_nac_desp_plan_otro,mujer,f. Salud Materna,La persona que le dio una charla sobre planificación familiar posparto: Otro,binary,,,No;Yes,,
ult_nac_desp_plan_esp,Ult_nac_desp_plan_esp,mujer,f. Salud Materna,"La persona que le dio una charla sobre planificación familiar posparto: Otro, especificado",factor,,,EDUCADOR DE SALUD;GINECOLOGA;IMAGENES EN ROTAFOLIOS;MAESTRO;MAMA;MONITORA;PRACTICANTES;TRABAJADORA SOCIAL,,
ult_nac_desp_renap,Ult_nac_desp_RENAP,mujer,f. Salud Materna,"Después de que nació, el último nacido fue inscrito en RENAP",binary,,,1;2,,
ult_nac_muerto_renap,Ult_nac_muerto_RENAP,mujer,f. Salud Materna,"Si el niño falleció, el fallecimiento fue inscrito en RENAP",binary,,,1;2,,
ult_nac_hijocontrol,Ult_nac_hijocontrol,mujer,f. Salud Materna,"Después de que nació el niño, le llevó a control médico",factor,,,1;2;98,,
ult_nac_hijocontrol_tiempo,Ult_nac_hijocontrol_tiempo,mujer,f. Salud Materna,"Tiempo después de que nació el niño, le llevó a control médico en días, semanas, o meses (utilizar con Ult_nac_hijocontrol_tiempouni)",numeric_continuous,0,60,,,bounds inferred from observed range with buffer; requires review
ult_nac_hijocontrol_tiempouni,Ult_nac_hijocontrol_tiempouni,mujer,f. Salud Materna,"Unidad de tiempo después de que nació el niño, le llevó a control médico",factor,,,1;2;3,,
ult_nac_hijocontrol_razon,Ult_nac_hijocontrol_razon,mujer,f. Salud Materna,Le llevó porque estaba enfermo o para monitoreo de crecimiento,binary,,,1;2,,
ult_nac_hijocontrol_donde,Ult_nac_hijocontrol_donde,mujer,f. Salud Materna,Lugar donde le llevó al control al niño,numeric_continuous,0,131.5,,,bounds inferred from observed range with buffer; requires review
ult_nac_hijocontrol_dondeo,Ult_nac_hijocontrol_dondeo,mujer,f. Salud Materna,Otro lugar especificado donde le llevó al control al niño,factor,,,CAP;CASA DE ENTREVISTADA;CASA DE PAPA;CENTRO DE CONVERGENCIA;CON EL PEDIATRA;UNIDAD DE SALUD EN EL SALVADOR,,
madre_antietanicas_vez,Madre_Antietanicas_vez,mujer,g. Servicios de Salud,Alguna vez cuando la mujer no estaba embarazada recibió una vacuna contra el tétanos,factor,,,1;2;98,,
madre_antietanicas_numero,Madre_Antietanicas_numero,mujer,g. Servicios de Salud,Número de vacunas antitetánicas le han puesto desde que la mujer cumplió 15 años sin estar embarazada,factor,,,1;2;3;4;5;6;7;10;98,,
fumado_vez,Fumado_vez,mujer,g. Servicios de Salud,La madre ha fumado cigarillos alguna vez,binary,,,1;2,,
fumado_cuantos,Fumado_cuantos,mujer,g. Servicios de Salud,El número promedio de cigarillos que la madre fumó por día durante los últimos 30 días,numeric_integer,0,100,,count,
fumado_cuantos_otro,Fumado_cuantos_otro,mujer,g. Servicios de Salud,Otras respuestas para el número promedio de cigarillos que la madre fumó por día durante los últimos 30 días,binary,,,1;2,,
seguro_igss,seguro_IGSS,mujer,g. Servicios de Salud,La madre es afiliada o beneficiaria del Instituto Guatemalteco de Seguridad Social (IGSS),factor,,,1;2;3;98,,
seguro_noigss,seguro_noIGSS,mujer,g. Servicios de Salud,La madre tiene algún seguro médico privado de salud (que no sea el IGSS),factor,,,1;2;98,,
hipertension_padres,Hipertension_padres,mujer,g. Servicios de Salud,¿Algunos de sus padres padece o padecía de hipertensión arterial?,factor,,,1;2;98,,
hipertension_mujer,Hipertension_mujer,mujer,g. Servicios de Salud,¿Alguna vez le ha dicho un médico u otro profesional de la Salud que tiene presión alta o hipertensión arterial?,factor,,,1;2;98,,
hipertension_ult12mes,Hipertension_ult12mes,mujer,g. Servicios de Salud,¿Le han dicho que tiene presión alta o hipertensión arterial en los últimos 12 meses?,binary,,,1;2,,
hipertension_med,Hipertension_med,mujer,g. Servicios de Salud,¿Consume medicamentos orales bajo prescripción médica para el control de la hipertensión arterial?,binary,,,1;2,,
hipertension_embarazo,Hipertension_embarazo,mujer,g. Servicios de Salud,¿Alguna vez un médico le dijo que se le subió la presión durante alguno de sus embarazos?,factor,,,1;2;98;99,,
diabetes_padres,diabetes_padres,mujer,,,factor,,,1;2;98,,
diabetes_mujer,diabetes_mujer,mujer,,,factor,,,1;2;98,,
diabetes_mes,diabetes_mes,mujer,,,factor,,,0;1;2;3;4;5;6;8;9,,
diabetes_an,diabetes_an,mujer,,,numeric_continuous,0,30,,,bounds inferred from observed range with buffer; requires review
diabetes_insulina,diabetes_insulina,mujer,,,factor,,,1;2;98,,
diabetes_meds,diabetes_meds,mujer,,,binary,,,1;2,,
diabetes_dieta,diabetes_dieta,mujer,,,binary,,,1;2,,
dientes_limpia_vez,dientes_limpia_vez,mujer,,,factor,,,1;2;98,,
dientes_limpia_vezdia,dientes_limpia_vezdia,mujer,g. Servicios de Salud,¿Cuántas veces al día se limpia los dientes?,factor,,,1;2;3;4;5;6,,
dientes_lav_cepillo,dientes_lav_cepillo,mujer,g. Servicios de Salud,Qué utiliza usted para lavarse los dientes: cepillo de dientes,binary,,,No;Yes,,
dientes_lav_pasta,dientes_lav_pasta,mujer,g. Servicios de Salud,Qué utiliza usted para lavarse los dientes: pasta de dientes,binary,,,No;Yes,,
dientes_lav_hilo,dientes_lav_hilo,mujer,g. Servicios de Salud,Qué utiliza usted para lavarse los dientes: hilo dental,binary,,,No;Yes,,
dientes_lav_palillos,dientes_lav_palillos,mujer,g. Servicios de Salud,Qué utiliza usted para lavarse los dientes: palillos de dientes,binary,,,No;Yes,,
dientes_lav_otro,dientes_lav_otro,mujer,g. Servicios de Salud,Qué utiliza usted para lavarse los dientes: otra cosa,binary,,,No;Yes,,
dientes_lav_otro_esp,dientes_lav_otro_esp,mujer,g. Servicios de Salud,Qué utiliza usted para lavarse los dientes: otra cosa especificada,text,,,,,
dientes_lav_cepillo_nro,dientes_lav_cepillo_nro,mujer,g. Servicios de Salud,Con qué frecuencia utiliza usted cepillo de dientes,factor,,,1;2;3;5,,
dientes_lav_pasta_nro,dientes_lav_pasta_nro,mujer,g. Servicios de Salud,Con qué frecuencia utiliza usted pasta de dientes,factor,,,1;2;3;4;5,,
dientes_lav_hilo_nro,dientes_lav_hilo_nro,mujer,g. Servicios de Salud,Con qué frecuencia utiliza usted hilo dental,factor,,,1;2;3;4;5;6;7,,
dientes_lav_palillos_nro,dientes_lav_palillos_nro,mujer,g. Servicios de Salud,Con qué frecuencia utiliza usted palillos de dientes,factor,,,1;2;3;4;5;6;7,,
dientes_lav_otro_nro,dientes_lav_otro_nro,mujer,g. Servicios de Salud,Con qué frecuencia utiliza usted otra cosa para lavarse los dientes,factor,,,1;2;3;4;5;6;7;96,,
dientes_lav_otro_esp_nro,dientes_lav_otro_esp_nro,mujer,g. Servicios de Salud,Con qué frecuencia utiliza usted otra cosa (especificada) para lavarse los dientes,text,,,,,
dientes_consulta,dientes_consulta,mujer,g. Servicios de Salud,¿Ha ido a consulta con algún dentista?,factor,,,1;2;98,,
dientes_consulta_hosp,dientes_consulta_hosp,mujer,c. Salud en la niñez,"En el último año, el niño se fue al hospital para una consulta de dientes",binary,,,No;Yes,,
dientes_consulta_cs,dientes_consulta_CS,mujer,c. Salud en la niñez,"En el último año, el niño se fue al centro de salud para una consulta de dientes",binary,,,No;Yes,,
dientes_consulta_lab,dientes_consulta_lab,mujer,c. Salud en la niñez,"En el último año, el niño se fue al laboratorio para una consulta de dientes",binary,,,No;Yes,,
dientes_consulta_clin,dientes_consulta_clin,mujer,c. Salud en la niñez,"En el último año, el niño se fue a una clínica privada para una consulta de dientes",binary,,,No;Yes,,
dientes_consulta_otro,dientes_consulta_otro,mujer,c. Salud en la niñez,"En el último año, el niño se fue a un otro lugar para una consulta de dientes",binary,,,No;Yes,,
dientes_extraccion,dientes_extraccion,mujer,c. Salud en la niñez,Tipo de tratamiento de dientes en el último año: Extracciones de dientes,binary,,,No;Yes,,
dientes_rellenos,dientes_rellenos,mujer,c. Salud en la niñez,Tipo de tratamiento de dientes en el último año: Rellenos,binary,,,No;Yes,,
dientes_puente_placa,dientes_puente_placa,mujer,g. Servicios de Salud,Qué tipo de tratamientos dentales le han hecho: puentes o placas,binary,,,No;Yes,,
dientes_limpieza,dientes_limpieza,mujer,c. Salud en la niñez,Tipo de tratamiento de dientes en el último año: Limpieza,binary,,,No;Yes,,
dientes_otro_trat,dientes_otro_trat,mujer,g. Servicios de Salud,Qué tipo de tratamientos dentales le han hecho: otro tratamiento,binary,,,No;Yes,,
dientes_otro_trat_esp,dientes_otro_trat_esp,mujer,g. Servicios de Salud,"Qué tipo de tratamientos dentales le han hecho: otro tratamiento, especificado",text,,,,,
dientes_salud_bucal,dientes_salud_bucal,mujer,c. Salud en la niñez,"¿Cómo cree usted que está la salud de la boca, dientes y encías de su hijo/a? (01 Muy buena a 05 Muy mala)",factor,,,1;2;3;4;5;98,,
dientes_nervioso,dientes_nervioso,mujer,g. Servicios de Salud,"¿Se ha sentido nervioso o avergonzado por problemas con sus dientes, encías o prótesis?",factor,,,1;2;98,,
dientes_prob_comer,dientes_prob_comer,mujer,g. Servicios de Salud,"¿Ha tenido dificultad para comer a causa de problemas en los dientes, encías o prótesis?",binary,,,1;2,,
dientes_prob_hablar,dientes_prob_hablar,mujer,c. Salud en la niñez,"¿Su hijo/a ha tenido dificultad para hablar a causa de problemas en los dientes, encías o casquitos?",factor,,,1;2;98,,
