name,name_original,source_table,section,label_es,type,domain_min,domain_max,domain_levels,unit,notes
conglomerado,Conglomerado,hogar,a. Información básica,ID Cartográfica: conglomerado; utiliza para corregir los errores estándares en todos los análisis,numeric_continuous,0,100000000,,id,cluster identifier
gps_altitud,GPS_Altitud,hogar,a. Información básica,Altitud de sistema global de posicionamiento (GPS),numeric_continuous,0,8938,,m,altitude m above sea level
ruralurbano,RuralUrbano,hogar,a. Información básica,Vivienda se ubica en una comunidad Rural o Urbano,binary,,,1;2,,
departamento,Departamento,hogar,a. Información básica,Departamento de la vivienda,text,,,,,
nlinea_informante,NLinea_Informante,hogar,a. Información básica,Número de línea en la lista de miembros del hogar,id,,,,,
fecha_entrevista,fecha_entrevista,hogar,a. Información básica,Fecha de la entrevista,numeric_continuous,0,21800,,,bounds inferred from observed range with buffer; requires review
resultado_entrevista1,Resultado_entrevista1,hogar,a. Información básica,"Resultado de la primera entrevista (completa, parcial, etc), utilizado para determinar la proporción de encuestados",factor,,,1;2;3;4;5,,
resultado_entrevista_otro1,Resultado_entrevista_otro1,hogar,a. Información básica,Otro resultado de la primera visita,text,,,,,
resultado_entrevista2,Resultado_entrevista2,hogar,a. Información básica,"Resultado de la segunda entrevista (completa, parcial, etc), utilizado para determinar la proporción de encuestados",factor,,,1;2;3;4,,
resultado_entrevista_otro2,Resultado_entrevista_otro2,hogar,a. Información básica,Otro resultado de la segunda visita,text,,,,,
resultado_entrevista3,Resultado_entrevista3,hogar,a. Información básica,"Resultado de la tercera entrevista (completa, parcial, etc), utilizado para determinar la proporción de encuestados",binary,,,1,,
resultado_entrevista_otro3,Resultado_entrevista_otro3,hogar,a. Información básica,Otro resultado de la tercera visita,text,,,,,
idioma_entrevista,Idioma_entrevista,hogar,a. Información básica,Idioma de la entrevista,factor,,,01-Español;02-Kaqchikel;03-Queqchi;04-Kiche;05-Mam;11-Ixil;96-Otro,,
uso_interprete,Uso_interprete,hogar,a. Información básica,Usó un interprete: Sí o No,binary,,,1;2,,
idioma_materno,Idioma_materno,hogar,a. Información básica,El idioma materno del encuestado,factor,,,01-Español;02-Kaqchikel;03-Queqchi;04-Kiche;05-Mam;07-Tzuutujil;08-Kanjobal;11-Ixil;12-Popti;13-Jacalteco;14-Aguacateco;96-Otro,,
hora_inicial1,Hora_inicial1,hogar,a. Información básica,Hora inicial de la entrevista 1,numeric_continuous,0,125130,,,bounds inferred from observed range with buffer; requires review
hora_inicial2,Hora_inicial2,hogar,a. Información básica,Hora inicial de la entrevista 2,numeric_continuous,0,114390,,,bounds inferred from observed range with buffer; requires review
hora_inicial3,Hora_inicial3,hogar,a. Información básica,Hora inicial de la entrevista 3,numeric_continuous,0,113820,,,bounds inferred from observed range with buffer; requires review
hora_final1,Hora_final1,hogar,a. Información básica,Hora final de la entrevista 1,numeric_continuous,0,127410,,,bounds inferred from observed range with buffer; requires review
hora_final2,Hora_final2,hogar,a. Información básica,Hora final de la entrevista 2,numeric_continuous,0,94650,,,bounds inferred from observed range with buffer; requires review
hora_final3,Hora_final3,hogar,a. Información básica,Hora final de la entrevista 3,numeric_continuous,0,90030,,,bounds inferred from observed range with buffer; requires review
num_miembros_hogar,num_miembros_hogar,hogar,b. Characterísticas generales,Número de miembros del hogar,numeric_continuous,0,28,,,bounds inferred from observed range with buffer; requires review
vivienda_propriedad,vivienda_propriedad,hogar,b. Characterísticas generales,"Esta vivienda es propia, alquilada, cedida, prestada, u ocupada bajo otra condición",factor,,,1;2;3;4;96,,
vivienda_propriedad_o,vivienda_propriedad_o,hogar,b. Characterísticas generales,"Esta vivienda es propia, alquilada, cedida, prestada, u ocupada bajo otra condición, otro especificado",binary,,,NO SABE COMO ESTAN;NO TIENEN NINGUN DOCUMENTO NI PAGAN NADA,,
vivienda_material_pared,vivienda_material_pared,hogar,b. Characterísticas generales,Principal material de construcción de las paredes,factor,,,1;2;3;4;5;6;7;8;96,,
vivienda_material_pared_o,vivienda_material_pared_o,hogar,b. Characterísticas generales,"Principal material de construcción de las paredes, otro especificado",text,,,,,
vivienda_material_techo,vivienda_material_techo,hogar,b. Characterísticas generales,Principal material de construcción del techo,factor,,,1;2;3;4;5;96,,
vivienda_material_techo_o,vivienda_material_techo_o,hogar,b. Characterísticas generales,"Principal material de construcción del techo, otro especificado",binary,,,madera,,
vivienda_material_piso,vivienda_material_piso,hogar,b. Characterísticas generales,Principal material de construcción del piso,factor,,,1;2;3;4;5;6;7;96,,
vivienda_material_piso_o,vivienda_material_piso_o,hogar,b. Characterísticas generales,"Principal material de construcción del piso, otro especificado",binary,,,tablas,,
vivienda_tipo,vivienda_tipo,hogar,b. Characterísticas generales,Tipo de vivienda,factor,,,1;2;3;4;5;96,,
vivienda_tipo_o,vivienda_tipo_o,hogar,b. Characterísticas generales,"Tipo de vivienda, otro especificado",text,,,,,
vivienda_cuartos,vivienda_cuartos,hogar,b. Characterísticas generales,"¿De cuántos cuartos dispone esta vivienda (no incluye baños, cocina, pasillos, garajes)?",numeric_continuous,0,30,,rooms,
vivienda_dormitorios,vivienda_dormitorios,hogar,b. Characterísticas generales,"De este total de cuartos, ¿cuántos usan siempre para dormir aunque tengan otros usos en el día?",factor,,,1;2;3;4;5;6;7;8,,
cocina_tiene,cocina_tiene,hogar,b. Characterísticas generales,¿Tiene esta vivienda un cuarto o lugar exclusivamente para cocinar?,binary,,,1;2,,
cocina_quien,cocina_quien,hogar,b. Characterísticas generales,¿En este hogar quién cocina los alimentos?,numeric_continuous,0,22.5,,,bounds inferred from observed range with buffer; requires review
cocina_donde_dormir,cocina_donde_dormir,hogar,b. Characterísticas generales,¿En el cuarto donde cocinan también duermen?,binary,,,1;2,,
cocina_privada,cocina_privada,hogar,b. Characterísticas generales,¿El lugar que usan para cocinar lo usan sólo los miembros de su hogar o lo comparten?,binary,,,1;2,,
cocina_combustible,cocina_combustible,hogar,b. Characterísticas generales,¿Cuál es el combustible principal que usan para cocinar?,factor,,,1;2;3;4;5;96,,
cocina_combustible_o,cocina_combustible_o,hogar,b. Characterísticas generales,"¿Cuál es el combustible principal que usan para cocinar?, otro especificado",factor,,,estufa electrica;no cocina;NO COCINA;no cocina compra comida;no cocinan;no cocinan y no tienen cocina;no cosina;no tiene,,
agua_fuente,agua_fuente,hogar,b. Characterísticas generales,¿Cuál es la fuente principal de abastecimiento de agua para beber o tomar que usan los miembros del hogar?,numeric_continuous,0,143.5,,,bounds inferred from observed range with buffer; requires review
agua_fuente_o,agua_fuente_o,hogar,b. Characterísticas generales,"¿Cuál es la fuente principal de abastecimiento de agua para beber o tomar que usan los miembros del hogar?, otro especificado",text,,,,,
agua_fuente_donde,agua_fuente_donde,hogar,b. Characterísticas generales,¿Dónde esta ubicada su fuente de agua principal?,factor,,,1;2;96,,
agua_fuente_donde_o,agua_fuente_donde_o,hogar,b. Characterísticas generales,"¿Dónde esta ubicada su fuente de agua principal?, otro especificado",text,,,,,
agua_pub_priv,agua_pub_priv,hogar,b. Characterísticas generales,"¿El servicio de agua es público, privado o llega a través del comité de agua?",factor,,,1;2;3;98,,
agua_almacena,agua_almacena,hogar,b. Characterísticas generales,¿Cómo almacena el agua para beber en su hogar después de sacarla de la fuente que mencionó antes?,factor,,,1;2;3,,
agua_almacena_lavar,agua_almacena_lavar,hogar,b. Characterísticas generales,¿Con qué frecuencia lava el recipiente donde almacena el agua?,factor,,,0;1;2;98,,
agua_trata,agua_trata,hogar,b. Characterísticas generales,Tratan el agua que toman,factor,,,1;2;98,,
agua_trata_hervir,agua_trata_hervir,hogar,b. Characterísticas generales,Cómo tratan el agua que toman: Hervir,binary,,,1;2,,
agua_trata_clorar,agua_trata_clorar,hogar,b. Characterísticas generales,Cómo tratan el agua que toman: Clorar,binary,,,1;2,,
agua_trata_filtrar,agua_trata_filtrar,hogar,b. Characterísticas generales,Cómo tratan el agua que toman: Filtrar,binary,,,1;2,,
agua_trata_asolear,agua_trata_asolear,hogar,b. Characterísticas generales,Cómo tratan el agua que toman: Asolear (método SODIS),binary,,,1;2,,
agua_trata_otro,agua_trata_otro,hogar,b. Characterísticas generales,Cómo tratan el agua que toman: otro,binary,,,1;2,,
agua_trata_otro_esp,agua_trata_otro_esp,hogar,b. Characterísticas generales,Cómo tratan el agua que toman: otro especificado,binary,,,LE APLICA BIOSYDE;lo colocan en el congelador por dos dias,,
serv_san_tipo,serv_san_tipo,hogar,b. Characterísticas generales,¿Qué tipo de servicio sanitario tiene esta vivienda?,factor,,,1;2;3;4;5;6;96,,
serv_san_tipo_o,serv_san_tipo_o,hogar,b. Characterísticas generales,"¿Qué tipo de servicio sanitario tiene esta vivienda?, otro especificado",factor,,,abonera;hollo al pulso;letrina abonera;letrina abonero;letrinas abonera,,
basura_deshacer,basura_deshacer,hogar,b. Characterísticas generales,¿Como se deshacen de la basura que sale de esta vivienda?,factor,,,1;2;3;4;5;96,,
basura_deshacer_o,basura_deshacer_o,hogar,b. Characterísticas generales,"¿Como se deshacen de la basura que sale de esta vivienda?, otro especificado",factor,,,"ABONERA;con el hijo deja la basura, porque el hijo paga servicio;La lleva al Deposito de la terminal;La llevan al basurero;RESICLAN",,
transporte_bicicleta,transporte_bicicleta,hogar,b. Characterísticas generales,Algún miembro del hogar tiene y usa para transporte: Bicicleta,binary,,,No;Yes,,
transporte_motocicleta,transporte_motocicleta,hogar,b. Characterísticas generales,Algún miembro del hogar tiene y usa para transporte: Motocicleta,binary,,,No;Yes,,
transporte_motoneta,transporte_motoneta,hogar,b. Characterísticas generales,Algún miembro del hogar tiene y usa para transporte: Motoneta,binary,,,No;Yes,,
transporte_carro,transporte_carro,hogar,b. Characterísticas generales,Algún miembro del hogar tiene y usa para transporte: Carro o camionetilla,binary,,,No;Yes,,
transporte_pickup,transporte_pickup,hogar,b. Characterísticas generales,Algún miembro del hogar tiene y usa para transporte: Pick up,binary,,,No;Yes,,
transporte_camion,transporte_camion,hogar,b. Characterísticas generales,Algún miembro del hogar tiene y usa para transporte: Camión,binary,,,No;Yes,,
transporte_bestia,transporte_bestia,hogar,b. Characterísticas generales,"Algún miembro del hogar tiene y usa para transporte: Bestia (Caballo, Mula, Burro)",binary,,,No;Yes,,
transporte_lancha,transporte_lancha,hogar,b. Characterísticas generales,Algún miembro del hogar tiene y usa para transporte: Lancha o cayuco,binary,,,No;Yes,,
bienes_luz,bienes_luz,hogar,b. Characterísticas generales,Bienes del hogar: Luz electrica,binary,,,No;Yes,,
bienes_solar,bienes_solar,hogar,b. Characterísticas generales,Bienes del hogar: Energía solar,binary,,,No;Yes,,
bienes_television,bienes_television,hogar,b. Characterísticas generales,Bienes del hogar: Televisión,binary,,,No;Yes,,
bienes_refri,bienes_refri,hogar,b. Characterísticas generales,Bienes del hogar: Refrigerador,binary,,,No;Yes,,
bienes_telefonofija,bienes_telefonofija,hogar,b. Characterísticas generales,Bienes del hogar: Teléfono de línea fija,binary,,,No;Yes,,
bienes_celular,bienes_celular,hogar,b. Characterísticas generales,Bienes del hogar: Teléfono celular,binary,,,No;Yes,,
bienes_lavadora,bienes_lavadora,hogar,b. Characterísticas generales,Bienes del hogar: Lavadora,binary,,,No;Yes,,
bienes_secadora,bienes_secadora,hogar,b. Characterísticas generales,Bienes del hogar: Secadora de ropa,binary,,,No;Yes,,
bienes_microondas,bienes_microondas,hogar,b. Characterísticas generales,Bienes del hogar: Microondas,binary,,,No;Yes,,
bienes_computadora,bienes_computadora,hogar,b. Characterísticas generales,Bienes del hogar: Computadora,binary,,,No;Yes,,
bienes_radio,bienes_radio,hogar,b. Characterísticas generales,Bienes del hogar: Radio,binary,,,No;Yes,,
bienes_aire_acond,bienes_aire_acond,hogar,b. Characterísticas generales,Bienes del hogar: Aire acondicionado,binary,,,No;Yes,,
bienes_vent_cedazo,bienes_vent_cedazo,hogar,b. Characterísticas generales,Bienes del hogar: Ventanas con cedazo,binary,,,No;Yes,,
lavado_manos_donde,lavado_manos_donde,hogar,b. Characterísticas generales,Enséñeme en dónde normalmente se lavan las manos las personas en su hogar,factor,,,1;2;3;96,,
lavado_manos_agua,lavado_manos_agua,hogar,b. Characterísticas generales,Presencia de agua en el lugar donde se lavan las manos,binary,,,1;2,,
lavado_manos_jabonbarra,lavado_manos_jabonbarra,hogar,b. Characterísticas generales,Presencia de jabón en barra en el lugar donde se lavan las manos,binary,,,No;Yes,,
lavado_manos_detergente,lavado_manos_detergente,hogar,b. Characterísticas generales,Presencia de detergente en el lugar donde se lavan las manos,binary,,,No;Yes,,
lavado_manos_jabonliq,lavado_manos_jabonliq,hogar,b. Characterísticas generales,Presencia de jabón líquido en el lugar donde se lavan las manos,binary,,,No;Yes,,
lavado_manos_nojabon,lavado_manos_nojabon,hogar,b. Characterísticas generales,No jabón en el lugar donde se lavan las manos,binary,,,No;Yes,,
jabon_hogar,jabon_hogar,hogar,b. Characterísticas generales,Tiene jabón o detergente en su hogar,binary,,,1;2,,
jabon_hogar_barra,jabon_hogar_barra,hogar,b. Characterísticas generales,Tipo de jabón que mostró en el hogar: Jabón en barra,binary,,,No;Yes,,
jabon_hogar_detergente,jabon_hogar_detergente,hogar,b. Characterísticas generales,Tipo de jabón que mostró en el hogar: Detergente,binary,,,No;Yes,,
jabon_hogar_liq,jabon_hogar_liq,hogar,b. Characterísticas generales,Tipo de jabón que mostró en el hogar: Jabón líquido,binary,,,No;Yes,,
jabon_hogar_nohay,jabon_hogar_nohay,hogar,b. Characterísticas generales,Tipo de jabón que mostró en el hogar: No hay jabón,binary,,,No;Yes,,
jabon_hogar_nomostro,jabon_hogar_nomostro,hogar,b. Characterísticas generales,Tipo de jabón que mostró en el hogar: No mostró,binary,,,No;Yes,,
idioma_hogar,Idioma_hogar,hogar,c. Información socioeconómica,¿Qué idioma hablan habitualmente la mayoría de los miembros de este hogar?,numeric_continuous,0,143.5,,,bounds inferred from observed range with buffer; requires review
idioma_hogar_o,Idioma_hogar_o,hogar,c. Información socioeconómica,"¿Qué idioma hablan habitualmente la mayoría de los miembros de este hogar?, otro especificado",factor,,,acateco;achi;Achi;ACHI;chuj;Chuj;CHUJ;chuj coataneco;CHUJ COATANECO,,
migrar_trabajar,Migrar_trabajar,hogar,c. Información socioeconómica,"En los últimos 12 meses, ¿algún miembro del hogar salió fuera de la comunidad a trabajar temporal o permanentemente?",binary,,,1;2,,
migrar_trabajar_donde,Migrar_trabajar_donde,hogar,c. Información socioeconómica,"En los últimos 12 meses, a dónde fue a trabajar fuera de la comunidad",factor,,,1;2;3;4;5;6;96,,
migrar_trabajar_donde_o,Migrar_trabajar_donde_o,hogar,c. Información socioeconómica,"En los últimos 12 meses, a dónde fue a trabajar fuera de la comunidad, otro especificado",factor,,,A Costa Rica y Nicaragua;BELICE;canada;Canada;CANADA;Costa Rica;COSTA RICA;honduras;Honduras;HONDURAS;Panama;San Salvador,,
benef_gob_alim_escolar,Benef_gob_Alim_escolar,hogar,c. Información socioeconómica,"En los últimos 12 meses, algún miembro del hogar recibió beneficios de: Alimentación Escolar",binary,,,No;Yes,,
benef_gob_beca_escolar,Benef_gob_Beca_escolar,hogar,c. Información socioeconómica,"En los últimos 12 meses, algún miembro del hogar recibió beneficios de: Becas Escolares",binary,,,No;Yes,,
benef_gob_util_escolar,Benef_gob_Util_escolar,hogar,c. Información socioeconómica,"En los últimos 12 meses, algún miembro del hogar recibió beneficios de: Bolsa de últiles escolares",binary,,,No;Yes,,
benef_gob_vitacereal,Benef_gob_Vitacereal,hogar,c. Información socioeconómica,"En los últimos 12 meses, algún miembro del hogar recibió beneficios de: Vitacereal",binary,,,No;Yes,,
benef_gob_raciones,Benef_gob_Raciones,hogar,c. Información socioeconómica,"En los últimos 12 meses, algún miembro del hogar recibió beneficios de: Raciones Familiares Alimentos/Mi Bolsa Segura",binary,,,No;Yes,,
benef_gob_microcredito,Benef_gob_Microcredito,hogar,c. Información socioeconómica,"En los últimos 12 meses, algún miembro del hogar recibió beneficios de: Micro créditos",binary,,,No;Yes,,
benef_gob_insumos_agri,Benef_gob_insumos_agri,hogar,c. Información socioeconómica,"En los últimos 12 meses, algún miembro del hogar recibió beneficios de: Insumos agrícolas (semillas, fertilizantes)",binary,,,No;Yes,,
benef_gob_mibonoseguro,Benef_gob_mibonoseguro,hogar,c. Información socioeconómica,"En los últimos 12 meses, algún miembro del hogar recibió beneficios de: Mi Bono Seguro",binary,,,No;Yes,,
benef_gob_otro,Benef_gob_otro,hogar,c. Información socioeconómica,"En los últimos 12 meses, algún miembro del hogar recibió beneficios de: Otro programa gubernamental",binary,,,No;Yes,,
benef_gob_otro_esp,Benef_gob_otro_esp,hogar,c. Información socioeconómica,"En los últimos 12 meses, algún miembro del hogar recibió beneficios de: Otro programa gubernamental, especificado",text,,,,,
